School Code,School Year,District Code,District Name,County,School Name,TYPE,INDEX,2016 INDEX,TOTAL,Native,Asian,Black,PI,White,2+,Hispanic,NativePerc,AsianPerc,BlackPerc,PIPerc,WhitePerc,2+Perc,HispanicPerc
2105,2019-20,31311,Sultan School District,Snohomish,Sultan Middle School,Middle,49.1,37.7,478,3,10,10,1,321,21,112,0.6%,2.1%,2.1%,0.2%,67.2%,4.4%,23.4%
5306,2019-20,17937,Lake Washington Institute of Technology,King,Open Doors at LWIT,High,59.6,#N/A,478,5,50,37,3,286,18,79,1.0%,10.5%,7.7%,0.6%,59.8%,3.8%,16.5%
5203,2019-20,17001,Seattle School District #1,King,McDonald International School,Elementary,61.1,50.7,478,0,22,1,0,264,111,80,0.0%,4.6%,0.2%,0.0%,55.2%,23.2%,16.7%
5447,2019-20,17400,Mercer Island School District,King,Northwood Elementary School,Elementary,62.6,#N/A,479,0,135,5,0,252,53,34,0.0%,28.2%,1.0%,0.0%,52.6%,11.1%,7.1%
2851,2019-20,17415,Kent School District,King,East Hill Elementary School,Elementary,80.3,78.5,479,0,126,86,31,76,45,115,0.0%,26.3%,18.0%,6.5%,15.9%,9.4%,24.0%
3550,2019-20,17415,Kent School District,King,Lake Youngs Elementary School,Elementary,72.7,69.3,480,1,118,25,4,198,58,76,0.2%,24.6%,5.2%,0.8%,41.3%,12.1%,15.8%
3491,2019-20,17415,Kent School District,King,Park Orchard Elementary School,Elementary,75.1,76.6,480,1,104,74,25,48,36,192,0.2%,21.7%,15.4%,5.2%,10.0%,7.5%,40.0%
3490,2019-20,17414,Lake Washington School District,King,Thoreau Elementary,Elementary,59.5,53.4,481,1,77,3,1,285,61,53,0.2%,16.0%,0.6%,0.2%,59.3%,12.7%,11.0%
3591,2019-20,17414,Lake Washington School District,King,Franklin Elementary,Elementary,63.5,63.4,481,1,181,8,0,222,36,33,0.2%,37.6%,1.7%,0.0%,46.2%,7.5%,6.9%
3754,2019-20,31015,Edmonds School District,Snohomish,College Place Middle School,Middle,71.1,70.3,481,3,41,35,6,196,48,152,0.6%,8.5%,7.3%,1.2%,40.7%,10.0%,31.6%
3677,2019-20,17415,Kent School District,King,Springbrook Elementary School,Elementary,76.8,71.7,483,2,103,75,22,66,37,178,0.4%,21.3%,15.5%,4.6%,13.7%,7.7%,36.9%
3527,2019-20,17412,Shoreline School District,King,Melvin G Syre Elementary,Elementary,55.5,50.4,484,2,37,18,0,309,68,50,0.4%,7.6%,3.7%,0.0%,63.8%,14.0%,10.3%
3254,2019-20,31015,Edmonds School District,Snohomish,Mountlake Terrace Elementary,Elementary,70.7,68.5,484,3,48,30,6,215,55,127,0.6%,9.9%,6.2%,1.2%,44.4%,11.4%,26.2%
3705,2019-20,17405,Bellevue School District,King,Bennett Elementary School,Elementary,65.5,61.3,484,0,194,11,1,200,45,33,0.0%,40.1%,2.3%,0.2%,41.3%,9.3%,6.8%
4323,2019-20,31025,Marysville School District,Snohomish,Kellogg Marsh Elementary School,Elementary,61.8,54.1,485,5,19,10,6,270,63,112,1.0%,3.9%,2.1%,1.2%,55.7%,13.0%,23.1%
3167,2019-20,17405,Bellevue School District,King,Woodridge Elementary,Elementary,67.1,67.4,485,1,211,23,0,171,45,34,0.2%,43.5%,4.7%,0.0%,35.3%,9.3%,7.0%
3036,2019-20,17405,Bellevue School District,King,Eastgate Elementary School,Elementary,70.5,66.1,485,0,196,20,3,156,64,46,0.0%,40.4%,4.1%,0.6%,32.2%,13.2%,9.5%
4550,2019-20,17216,Enumclaw School District,King,Thunder Mountain Middle School,Middle,44,35.6,486,7,6,2,0,350,26,95,1.4%,1.2%,0.4%,0.0%,72.0%,5.3%,19.5%
3679,2019-20,17417,Northshore School District,King,Shelton View Elementary,Elementary,67.8,63.9,486,1,150,7,1,218,56,53,0.2%,30.9%,1.4%,0.2%,44.9%,11.5%,10.9%
2141,2019-20,17001,Seattle School District #1,King,Thurgood Marshall Elementary,Elementary,75.5,71.7,486,2,60,119,0,174,91,40,0.4%,12.3%,24.5%,0.0%,35.8%,18.7%,8.2%
2752,2019-20,31002,Everett School District,Snohomish,Whittier Elementary (Everett),Elementary,55.4,48.9,487,5,19,15,1,309,59,79,1.0%,3.9%,3.1%,0.2%,63.4%,12.1%,16.2%
5139,2019-20,17414,Lake Washington School District,King,Carson Elementary,Elementary,62.5,52.6,487,0,213,5,0,203,44,22,0.0%,43.7%,1.0%,0.0%,41.7%,9.0%,4.5%
2992,2019-20,17414,Lake Washington School District,King,Rose Hill Elementary,Elementary,72.1,66.5,487,0,144,11,0,186,66,80,0.0%,29.6%,2.3%,0.0%,38.2%,13.6%,16.4%
4470,2019-20,17210,Federal Way School District,King,Enterprise Elementary School,Elementary,79.5,78,488,1,64,60,28,149,72,114,0.2%,13.1%,12.3%,5.7%,30.5%,14.8%,23.4%
1685,2019-20,31015,Edmonds School District,Snohomish,Maplewood Parent Coop,Other,54.9,43,490,0,50,42,1,317,52,28,0.0%,10.2%,8.6%,0.2%,64.7%,10.6%,5.7%
4454,2019-20,31025,Marysville School District,Snohomish,Allen Creek Elementary School,Elementary,62.3,55.1,491,10,35,5,2,274,61,104,2.0%,7.1%,1.0%,0.4%,55.8%,12.4%,21.2%
1579,2019-20,17001,Seattle School District #1,King,Tops K-8 School,Elementary Middle,68.9,69.7,491,3,88,54,0,239,80,27,0.6%,17.9%,11.0%,0.0%,48.7%,16.3%,5.5%
2982,2019-20,17401,Highline School District,King,Bow Lake Elementary,Elementary,75.7,72.3,492,1,77,160,21,55,26,152,0.2%,15.7%,32.5%,4.3%,11.2%,5.3%,30.9%
3504,2019-20,31015,Edmonds School District,Snohomish,Meadowdale Elementary,Elementary,75,71.8,493,1,79,46,1,179,56,131,0.2%,16.0%,9.3%,0.2%,36.3%,11.4%,26.6%
1620,2019-20,17001,Seattle School District #1,King,Pathfinder K-8 School,Elementary Middle,48.7,50.9,494,0,17,17,0,343,69,48,0.0%,3.4%,3.4%,0.0%,69.4%,14.0%,9.7%
4565,2019-20,17411,Issaquah School District,King,Cascade Ridge Elementary,Elementary,60.5,60.3,494,0,240,2,0,192,35,25,0.0%,48.6%,0.4%,0.0%,38.9%,7.1%,5.1%
2926,2019-20,17401,Highline School District,King,Cedarhurst Elementary,Elementary,69.6,69.6,495,2,90,34,15,82,33,239,0.4%,18.2%,6.9%,3.0%,16.6%,6.7%,48.3%
3101,2019-20,17407,Riverview School District,King,Cherry Valley Elementary School,Elementary,41.3,41.5,496,0,24,8,0,373,26,63,0.0%,4.8%,1.6%,0.0%,75.2%,5.2%,12.7%
3166,2019-20,17405,Bellevue School District,King,Highland Middle School,Middle,72.3,72.8,496,0,88,38,2,141,32,195,0.0%,17.7%,7.7%,0.4%,28.4%,6.5%,39.3%
4489,2019-20,17415,Kent School District,King,Glenridge Elementary,Elementary,77.9,77.1,496,0,161,80,14,119,51,71,0.0%,32.5%,16.1%,2.8%,24.0%,10.3%,14.3%
2699,2019-20,17401,Highline School District,King,Hazel Valley Elementary,Elementary,69.7,68.8,496,1,66,48,9,86,44,242,0.2%,13.3%,9.7%,1.8%,17.3%,8.9%,48.8%
2063,2019-20,17001,Seattle School District #1,King,John Hay Elementary School,Elementary,65.3,59.6,497,1,81,13,0,263,80,59,0.2%,16.3%,2.6%,0.0%,52.9%,16.1%,11.9%
2640,2019-20,17403,Renton School District,King,Highlands Elementary School,Elementary,69.1,70.5,497,3,74,44,5,68,56,247,0.6%,14.9%,8.9%,1.0%,13.7%,11.3%,49.7%
3165,2019-20,17401,Highline School District,King,Hilltop Elementary (Highline),Elementary,62.3,63.2,499,0,80,39,20,38,34,288,0.0%,16.0%,7.8%,4.0%,7.6%,6.8%,57.7%
2138,2019-20,17001,Seattle School District #1,King,Adams Elementary School,Elementary,43.4,47.6,500,4,14,16,1,369,57,39,0.8%,2.8%,3.2%,0.2%,73.8%,11.4%,7.8%
2883,2019-20,31002,Everett School District,Snohomish,Hawthorne Elementary School (Everett),Elementary,73.1,68.3,500,4,22,34,41,192,50,157,0.8%,4.4%,6.8%,8.2%,38.4%,10.0%,31.4%
4480,2019-20,17210,Federal Way School District,King,Meredith Hill Elementary School,Elementary,79.3,71.7,502,5,99,59,12,147,69,111,1.0%,19.7%,11.8%,2.4%,29.3%,13.7%,22.1%
3668,2019-20,17403,Renton School District,King,Sierra Heights Elementary School,Elementary,75.7,75.2,503,3,126,28,6,129,51,160,0.6%,25.0%,5.6%,1.2%,25.6%,10.1%,31.8%
4210,2019-20,17216,Enumclaw School District,King,Enumclaw Middle School,Middle,38.3,30.2,504,4,4,2,3,388,30,73,0.8%,0.8%,0.4%,0.6%,77.0%,6.0%,14.5%
2976,2019-20,17001,Seattle School District #1,King,Olympic Hills Elementary School,Elementary,77.9,78.5,504,3,51,119,1,144,67,119,0.6%,10.1%,23.6%,0.2%,28.6%,13.3%,23.6%
3691,2019-20,31015,Edmonds School District,Snohomish,College Place Elementary,Elementary,70.3,72.6,504,3,32,73,0,130,41,225,0.6%,6.3%,14.5%,0.0%,25.8%,8.1%,44.6%
4413,2019-20,17415,Kent School District,King,George T. Daniel Elementary School,Elementary,79,77.6,504,1,100,84,16,116,43,144,0.2%,19.8%,16.7%,3.2%,23.0%,8.5%,28.6%
2185,2019-20,17412,Shoreline School District,King,Lake Forest Park Elementary,Elementary,60,57.1,506,0,58,28,2,302,72,44,0.0%,11.5%,5.5%,0.4%,59.7%,14.2%,8.7%
5350,2019-20,31025,Marysville School District,Snohomish,Quil Ceda Tulalip Elementary,Elementary,73.4,72.8,506,186,5,3,4,136,77,95,36.8%,1.0%,0.6%,0.8%,26.9%,15.2%,18.8%
2580,2019-20,31332,Granite Falls School District,Snohomish,Granite Falls High School,High,39.3,25.8,507,10,10,4,2,389,33,59,2.0%,2.0%,0.8%,0.4%,76.7%,6.5%,11.6%
3589,2019-20,17409,Tahoma School District,King,Shadow Lake Elementary,Elementary,48.4,48.8,508,1,15,3,5,352,54,78,0.2%,3.0%,0.6%,1.0%,69.3%,10.6%,15.4%
2419,2019-20,17402,Vashon Island School District,King,Vashon Island High School,High,36.2,39.5,510,0,15,1,1,402,39,52,0.0%,2.9%,0.2%,0.2%,78.8%,7.6%,10.2%
2703,2019-20,17412,Shoreline School District,King,Ridgecrest Elementary,Elementary,67.9,69.6,510,0,70,40,0,259,72,69,0.0%,13.7%,7.8%,0.0%,50.8%,14.1%,13.5%
4293,2019-20,17415,Kent School District,King,Ridgewood Elementary School,Elementary,72.4,70.7,510,0,147,34,2,203,73,51,0.0%,28.8%,6.7%,0.4%,39.8%,14.3%,10.0%
3627,2019-20,17210,Federal Way School District,King,Mark Twain Elementary School,Elementary,77.6,67.4,510,2,86,136,61,22,40,163,0.4%,16.9%,26.7%,12.0%,4.3%,7.8%,32.0%
2400,2019-20,31401,Stanwood-Camano School District,Snohomish,Stanwood Middle School,Middle,37.3,36.8,511,5,3,3,2,398,36,64,1.0%,0.6%,0.6%,0.4%,77.9%,7.0%,12.5%
2659,2019-20,17408,Auburn School District,King,Terminal Park Elementary School,Elementary,76,73.2,511,4,34,49,30,179,68,147,0.8%,6.7%,9.6%,5.9%,35.0%,13.3%,28.8%
4422,2019-20,17210,Federal Way School District,King,Rainier View Elementary School (Federal Way),Elementary,79.4,76.9,512,1,47,114,30,124,58,138,0.2%,9.2%,22.3%,5.9%,24.2%,11.3%,27.0%
5485,2019-20,17001,Seattle School District #1,King,Edmonds S. Meany Middle School,Middle,74.6,#N/A,515,2,45,155,2,181,75,55,0.4%,8.7%,30.1%,0.4%,35.1%,14.6%,10.7%
2734,2019-20,17401,Highline School District,King,McMicken Heights Elementary,Elementary,77.7,76.7,516,5,96,152,34,62,20,147,1.0%,18.6%,29.5%,6.6%,12.0%,3.9%,28.5%
4308,2019-20,17410,Snoqualmie Valley School District,King,Edwin R Opstad Elementary,Elementary,30.3,34.4,517,2,9,5,4,428,18,51,0.4%,1.7%,1.0%,0.8%,82.8%,3.5%,9.9%
4120,2019-20,17408,Auburn School District,King,Lake View Elementary School,Elementary,55.9,43.9,518,3,16,13,6,320,43,117,0.6%,3.1%,2.5%,1.2%,61.8%,8.3%,22.6%
3125,2019-20,31401,Stanwood-Camano School District,Snohomish,Stanwood Elementary School,Elementary,28.1,28.1,519,2,6,3,0,437,28,43,0.4%,1.2%,0.6%,0.0%,84.2%,5.4%,8.3%
4018,2019-20,17414,Lake Washington School District,King,Dickinson Elementary,Elementary,68.9,65.9,519,1,199,11,0,189,34,85,0.2%,38.3%,2.1%,0.0%,36.4%,6.6%,16.4%
4332,2019-20,17407,Riverview School District,King,Stillwater Elementary,Elementary,31.2,39.1,520,2,3,1,0,426,22,64,0.4%,0.6%,0.2%,0.0%,81.9%,4.2%,12.3%
3749,2019-20,17417,Northshore School District,King,Woodin Elementary,Elementary,67.4,65.4,520,1,74,8,1,225,36,175,0.2%,14.2%,1.5%,0.2%,43.3%,6.9%,33.7%
4583,2019-20,31006,Mukilteo School District,Snohomish,Odyssey Elementary,Elementary,75.6,75.9,520,4,64,63,6,152,52,179,0.8%,12.3%,12.1%,1.2%,29.2%,10.0%,34.4%
3518,2019-20,17001,Seattle School District #1,King,Fairmount Park Elementary School,Elementary,61.5,50.5,522,0,31,44,0,301,91,55,0.0%,5.9%,8.4%,0.0%,57.7%,17.4%,10.5%
4126,2019-20,17415,Kent School District,King,Crestwood Elementary School,Elementary,65.5,53.9,522,1,54,22,2,276,67,100,0.2%,10.3%,4.2%,0.4%,52.9%,12.8%,19.2%
4545,2019-20,17415,Kent School District,King,Emerald Park Elementary School,Elementary,79.3,78,522,3,161,83,17,108,60,90,0.6%,30.8%,15.9%,3.3%,20.7%,11.5%,17.2%
4159,2019-20,31103,Monroe School District,Snohomish,Salem Woods Elementary School,Elementary,31.7,31.4,523,1,2,4,1,427,28,60,0.2%,0.4%,0.8%,0.2%,81.6%,5.4%,11.5%
2846,2019-20,17405,Bellevue School District,King,Enatai Elementary School,Elementary,69.1,69.2,523,0,161,18,0,227,56,61,0.0%,30.8%,3.4%,0.0%,43.4%,10.7%,11.7%
4512,2019-20,31401,Stanwood-Camano School District,Snohomish,Port Susan Middle School,Middle,33.1,28.5,524,3,12,2,3,424,23,57,0.6%,2.3%,0.4%,0.6%,80.9%,4.4%,10.9%
5292,2019-20,17001,Seattle School District #1,King,Cascadia Elementary,Elementary,59,46.9,524,0,69,15,3,313,93,31,0.0%,13.2%,2.9%,0.6%,59.7%,17.7%,5.9%
2990,2019-20,17412,Shoreline School District,King,Briarcrest Elementary,Elementary,69.1,71.4,524,0,56,54,0,252,48,114,0.0%,10.7%,10.3%,0.0%,48.1%,9.2%,21.8%
3436,2019-20,17405,Bellevue School District,King,Medina Elementary School,Elementary,54.3,59.8,525,1,313,5,0,165,19,22,0.2%,59.6%,1.0%,0.0%,31.4%,3.6%,4.2%
3537,2019-20,31025,Marysville School District,Snohomish,Sunnyside Elementary,Elementary,57.9,57.9,527,6,42,11,5,319,34,110,1.1%,8.0%,2.1%,0.9%,60.5%,6.5%,20.9%
3488,2019-20,17406,Tukwila School District,King,Tukwila Elementary,Elementary,79.8,78.3,527,4,128,115,15,73,60,132,0.8%,24.3%,21.8%,2.8%,13.9%,11.4%,25.0%
1986,2019-20,17903,Muckleshoot Indian Tribe,King,Muckleshoot Tribal School,Other,20.6,#N/A,528,469,0,0,0,6,28,25,88.8%,0.0%,0.0%,0.0%,1.1%,5.3%,4.7%
3302,2019-20,31015,Edmonds School District,Snohomish,Beverly Elementary,Elementary,73.3,71.9,529,7,48,50,6,223,73,122,1.3%,9.1%,9.5%,1.1%,42.2%,13.8%,23.1%
3583,2019-20,17210,Federal Way School District,King,Wildwood Elementary School,Elementary,68,61.3,529,4,43,67,29,61,49,276,0.8%,8.1%,12.7%,5.5%,11.5%,9.3%,52.2%
5519,2019-20,17403,Renton School District,King,Sartori Elementary School,Elementary,79.1,#N/A,533,3,116,80,2,136,68,128,0.6%,21.8%,15.0%,0.4%,25.5%,12.8%,24.0%
2144,2019-20,17401,Highline School District,King,Mount View Elementary,Elementary,57.7,57.5,535,1,67,50,13,51,20,333,0.2%,12.5%,9.3%,2.4%,9.5%,3.7%,62.2%
3517,2019-20,17001,Seattle School District #1,King,McClure Middle School,Middle,58.2,53.3,536,1,36,30,1,329,77,62,0.2%,6.7%,5.6%,0.2%,61.4%,14.4%,11.6%
2984,2019-20,17401,Highline School District,King,Midway Elementary,Elementary,74.1,65,536,3,55,124,31,61,39,223,0.6%,10.3%,23.1%,5.8%,11.4%,7.3%,41.6%
2353,2019-20,17001,Seattle School District #1,King,Maple Elementary School,Elementary,66.7,67.4,537,3,277,23,0,86,60,88,0.6%,51.6%,4.3%,0.0%,16.0%,11.2%,16.4%
2142,2019-20,17001,Seattle School District #1,King,West Woodland Elementary School,Elementary,42.6,41,538,1,37,7,0,400,61,32,0.2%,6.9%,1.3%,0.0%,74.3%,11.3%,5.9%
4465,2019-20,17415,Kent School District,King,Meadow Ridge Elementary School,Elementary,78.8,78.9,538,1,152,86,19,132,41,107,0.2%,28.3%,16.0%,3.5%,24.5%,7.6%,19.9%
4330,2019-20,31332,Granite Falls School District,Snohomish,Mountain Way Elementary,Elementary,32.4,30.3,539,6,1,2,1,438,34,57,1.1%,0.2%,0.4%,0.2%,81.3%,6.3%,10.6%
5469,2019-20,17905,Summit Public School: Atlas,King,Summit Public School: Atlas,Middle High,73.7,#N/A,539,5,25,191,2,167,62,87,0.9%,4.6%,35.4%,0.4%,31.0%,11.5%,16.1%
2287,2019-20,17410,Snoqualmie Valley School District,King,North Bend Elementary School,Elementary,41.3,37.5,540,5,14,5,1,405,36,74,0.9%,2.6%,0.9%,0.2%,75.0%,6.7%,13.7%
2993,2019-20,17417,Northshore School District,King,Kenmore Elementary,Elementary,66.2,65.5,540,0,32,33,1,263,56,155,0.0%,5.9%,6.1%,0.2%,48.7%,10.4%,28.7%
2886,2019-20,31006,Mukilteo School District,Snohomish,Fairmount Elementary,Elementary,75.6,75.7,540,2,78,55,10,177,50,168,0.4%,14.4%,10.2%,1.9%,32.8%,9.3%,31.1%
4298,2019-20,31002,Everett School District,Snohomish,Silver Firs Elementary,Elementary,58.9,58,542,2,102,10,3,324,41,60,0.4%,18.8%,1.8%,0.6%,59.8%,7.6%,11.1%
2932,2019-20,17408,Auburn School District,King,Dick Scobee Elementary School,Elementary,75.2,71.5,542,2,34,56,35,197,60,158,0.4%,6.3%,10.3%,6.5%,36.3%,11.1%,29.2%
2229,2019-20,31311,Sultan School District,Snohomish,Sultan Elementary School,Elementary,50.3,43,543,3,22,9,1,363,29,116,0.6%,4.1%,1.7%,0.2%,66.9%,5.3%,21.4%
4362,2019-20,31103,Monroe School District,Snohomish,Chain Lake Elementary School,Elementary,39.8,33.2,544,2,14,5,2,415,44,62,0.4%,2.6%,0.9%,0.4%,76.3%,8.1%,11.4%
5508,2019-20,17405,Bellevue School District,King,Wilburton Elementary School,Elementary,68.3,#N/A,544,2,240,14,1,171,60,56,0.4%,44.1%,2.6%,0.2%,31.4%,11.0%,10.3%
3225,2019-20,17405,Bellevue School District,King,Lake Hills Elementary,Elementary,71.7,73,544,0,116,32,6,122,38,230,0.0%,21.3%,5.9%,1.1%,22.4%,7.0%,42.3%
3227,2019-20,17408,Auburn School District,King,Pioneer Elementary School (Auburn),Elementary,59.9,48.5,544,2,18,23,47,80,47,327,0.4%,3.3%,4.2%,8.6%,14.7%,8.6%,60.1%
2884,2019-20,31004,Lake Stevens School District,Snohomish,Mt. Pilchuck Elementary School,Elementary,43.1,41.1,545,1,9,7,0,400,47,81,0.2%,1.7%,1.3%,0.0%,73.4%,8.6%,14.9%
4147,2019-20,17414,Lake Washington School District,King,Rockwell Elementary,Elementary,65.5,61.9,545,0,241,8,1,199,52,44,0.0%,44.2%,1.5%,0.2%,36.5%,9.5%,8.1%
3592,2019-20,17414,Lake Washington School District,King,Bell Elementary,Elementary,64.9,59.6,546,1,78,25,1,293,51,97,0.2%,14.3%,4.6%,0.2%,53.7%,9.3%,17.8%
3686,2019-20,31002,Everett School District,Snohomish,Monroe Elementary,Elementary,67,60.7,546,3,60,41,12,286,54,90,0.5%,11.0%,7.5%,2.2%,52.4%,9.9%,16.5%
4069,2019-20,17417,Northshore School District,King,Wellington Elementary,Elementary,57.7,46.2,547,0,137,8,0,323,50,29,0.0%,25.0%,1.5%,0.0%,59.0%,9.1%,5.3%
2983,2019-20,17401,Highline School District,King,North Hill Elementary,Elementary,72.6,71.4,547,2,48,49,9,235,79,125,0.4%,8.8%,9.0%,1.6%,43.0%,14.4%,22.9%
3186,2019-20,31015,Edmonds School District,Snohomish,Westgate Elementary,Elementary,64.7,65.6,548,6,37,35,3,298,70,99,1.1%,6.8%,6.4%,0.5%,54.4%,12.8%,18.1%
4468,2019-20,17402,Vashon Island School District,King,Chautauqua Elementary,Elementary,43.6,44.1,549,1,9,2,0,399,45,93,0.2%,1.6%,0.4%,0.0%,72.7%,8.2%,16.9%
5512,2019-20,17414,Lake Washington School District,King,Ella Baker Elementary School,Elementary,64.2,#N/A,549,0,284,22,0,149,46,48,0.0%,51.7%,4.0%,0.0%,27.1%,8.4%,8.7%
4534,2019-20,31004,Lake Stevens School District,Snohomish,Highland Elementary,Elementary,34.2,36.1,550,3,10,12,2,442,35,46,0.5%,1.8%,2.2%,0.4%,80.4%,6.4%,8.4%
2222,2019-20,17410,Snoqualmie Valley School District,King,Fall City Elementary,Elementary,39.3,33.3,550,5,27,7,0,423,44,44,0.9%,4.9%,1.3%,0.0%,76.9%,8.0%,8.0%
2288,2019-20,17410,Snoqualmie Valley School District,King,Snoqualmie Elementary,Elementary,47.2,41.4,550,9,54,11,0,391,39,46,1.6%,9.8%,2.0%,0.0%,71.1%,7.1%,8.4%
2124,2019-20,17410,Snoqualmie Valley School District,King,Snoqualmie Middle School,Middle,35.5,#N/A,552,1,30,5,1,439,38,38,0.2%,5.4%,0.9%,0.2%,79.5%,6.9%,6.9%
2090,2019-20,17001,Seattle School District #1,King,Frantz Coe Elementary School,Elementary,46.9,44.8,553,2,36,8,1,392,78,36,0.4%,6.5%,1.4%,0.2%,70.9%,14.1%,6.5%
3605,2019-20,31015,Edmonds School District,Snohomish,Sherwood Elementary,Elementary,59.3,59,553,6,20,29,2,331,77,88,1.1%,3.6%,5.2%,0.4%,59.9%,13.9%,15.9%
3651,2019-20,31025,Marysville School District,Snohomish,Pinewood Elementary,Elementary,60.8,57.7,554,5,31,5,2,308,58,145,0.9%,5.6%,0.9%,0.4%,55.6%,10.5%,26.2%
3437,2019-20,17405,Bellevue School District,King,Newport Heights Elementary,Elementary,68.5,68.1,554,0,226,25,2,198,67,36,0.0%,40.8%,4.5%,0.4%,35.7%,12.1%,6.5%
2073,2019-20,31201,Snohomish School District,Snohomish,Machias Elementary,Elementary,26,29.8,555,3,10,3,0,475,36,28,0.5%,1.8%,0.5%,0.0%,85.6%,6.5%,5.0%
3533,2019-20,31002,Everett School District,Snohomish,Jefferson Elementary,Elementary,65.6,56.5,555,0,85,27,1,293,50,99,0.0%,15.3%,4.9%,0.2%,52.8%,9.0%,17.8%
3745,2019-20,17408,Auburn School District,King,Evergreen Heights Elementary,Elementary,79,75.3,555,2,118,58,25,166,63,123,0.4%,21.3%,10.5%,4.5%,29.9%,11.4%,22.2%
3689,2019-20,31015,Edmonds School District,Snohomish,Hilltop Elementary (Edmonds),Elementary,62.6,58.8,556,1,92,22,4,315,62,60,0.2%,16.5%,4.0%,0.7%,56.7%,11.2%,10.8%
5276,2019-20,17001,Seattle School District #1,King,STEM K-8,Elementary Middle,69.1,66.1,556,0,40,105,0,270,64,77,0.0%,7.2%,18.9%,0.0%,48.6%,11.5%,13.8%
3587,2019-20,17403,Renton School District,King,Benson Hill Elementary School,Elementary,75.9,77.6,556,3,210,77,7,118,52,89,0.5%,37.8%,13.8%,1.3%,21.2%,9.4%,16.0%
4532,2019-20,17414,Lake Washington School District,King,Blackwell Elementary,Elementary,62.8,58.7,557,0,245,8,0,229,38,37,0.0%,44.0%,1.4%,0.0%,41.1%,6.8%,6.6%
3041,2019-20,17414,Lake Washington School District,King,Lakeview Elementary,Elementary,62.1,44.6,558,0,102,18,1,316,58,63,0.0%,18.3%,3.2%,0.2%,56.6%,10.4%,11.3%
3548,2019-20,17414,Lake Washington School District,King,Audubon Elementary,Elementary,59.3,61.4,558,0,280,0,0,215,31,32,0.0%,50.2%,0.0%,0.0%,38.5%,5.6%,5.7%
2842,2019-20,17401,Highline School District,King,Shorewood Elementary,Elementary,77.1,74.8,558,2,96,63,9,173,58,157,0.4%,17.2%,11.3%,1.6%,31.0%,10.4%,28.1%
4513,2019-20,31401,Stanwood-Camano School District,Snohomish,Cedarhome Elementary School,Elementary,32.1,28.6,559,6,0,5,1,456,37,54,1.1%,0.0%,0.9%,0.2%,81.6%,6.6%,9.7%
2813,2019-20,31025,Marysville School District,Snohomish,Totem Middle School (Marysville),Middle,72.2,72,562,92,37,10,3,247,57,116,16.4%,6.6%,1.8%,0.5%,44.0%,10.1%,20.6%
5015,2019-20,17410,Snoqualmie Valley School District,King,Cascade View Elementary (Snoqualmie Valley),Elementary,40.8,28.8,563,1,42,3,0,426,56,35,0.2%,7.5%,0.5%,0.0%,75.7%,9.9%,6.2%
4274,2019-20,31311,Sultan School District,Snohomish,Sultan Senior High School,High,48.3,40.2,563,10,12,4,0,382,24,131,1.8%,2.1%,0.7%,0.0%,67.9%,4.3%,23.3%
3567,2019-20,17210,Federal Way School District,King,Sunnycrest Elementary School (Federal Way),Elementary,71.7,70.5,563,2,100,64,8,85,47,257,0.4%,17.8%,11.4%,1.4%,15.1%,8.3%,45.6%
3503,2019-20,31015,Edmonds School District,Snohomish,Lynnwood Elementary,Elementary,74.9,74.4,565,6,108,38,2,208,63,140,1.1%,19.1%,6.7%,0.4%,36.8%,11.2%,24.8%
3410,2019-20,31015,Edmonds School District,Snohomish,Spruce Elementary,Elementary,77.6,77,565,2,80,77,18,165,53,170,0.4%,14.2%,13.6%,3.2%,29.2%,9.4%,30.1%
5135,2019-20,17410,Snoqualmie Valley School District,King,Twin Falls Middle School,Middle,36.8,26.4,567,2,8,5,3,444,36,69,0.4%,1.4%,0.9%,0.5%,78.3%,6.3%,12.2%
3002,2019-20,31002,Everett School District,Snohomish,View Ridge Elementary (Everett),Elementary,57,42.6,567,1,37,19,4,352,57,97,0.2%,6.5%,3.4%,0.7%,62.1%,10.1%,17.1%
4375,2019-20,17411,Issaquah School District,King,Cougar Ridge Elementary,Elementary,64.8,61.9,568,2,237,12,0,231,56,30,0.4%,41.7%,2.1%,0.0%,40.7%,9.9%,5.3%
3561,2019-20,31201,Snohomish School District,Snohomish,Riverview Elementary,Elementary,40.6,37.4,569,3,11,3,0,428,36,87,0.5%,1.9%,0.5%,0.0%,75.2%,6.3%,15.3%
3224,2019-20,17405,Bellevue School District,King,Puesta del Sol Elementary School,Elementary,70.3,63.9,570,3,79,14,0,253,81,140,0.5%,13.9%,2.5%,0.0%,44.4%,14.2%,24.6%
2847,2019-20,17405,Bellevue School District,King,Clyde Hill Elementary,Elementary,62.1,64.3,570,0,288,9,2,192,45,34,0.0%,50.5%,1.6%,0.4%,33.7%,7.9%,6.0%
2565,2019-20,17415,Kent School District,King,Meridian Elementary School,Elementary,76,71.7,571,0,104,54,7,206,67,133,0.0%,18.2%,9.5%,1.2%,36.1%,11.7%,23.3%
4125,2019-20,31002,Everett School District,Snohomish,Woodside Elementary,Elementary,68.8,65.7,576,0,83,26,3,272,55,137,0.0%,14.4%,4.5%,0.5%,47.2%,9.5%,23.8%
